priority,NCommentT,NActor,meanCommentSize,ticketCleanedBodyLen,nticketsByCreatorOpen,nClosedticketsByCreatorOpen,nCommentsByCreator,NCommentByActorsT,NticketsCreatedInProject,NticketsCreatedInProjectT,NticketsCreatedInProjectClosed,NticketsCreatedInProjectClosedT,NActivityInProject,NActivityInProjectT,chainLength,longTimeHold,lateTriageDays,InitialActivityCount,InitialActionCount,recentActionCount,recentActivityCount,activitysequence,projectCoverage
1,11,14,87.636364,92,9,7,0,0,16,3,16,3,446,77,7,0,0,2.133333,0.466667,0.000000,1.400000,0.041097,0.004128
1,2,2,22.500000,28,0,0,0,0,47,11,47,11,1359,346,0,0,0,0.266667,0.133333,0.133333,0.600000,0.079315,0.357736
2,6,9,23.666667,127,62,61,112,35,6,4,6,4,317,232,2,0,0,1.272727,0.136364,0.045455,0.772727,0.285442,0.005556
2,3,12,12.000000,89,4,4,44,1,1,0,1,0,23,0,4,1,0,0.863636,0.045455,0.045455,0.500000,0.066405,0.031533
0,0,4,0.000000,172,0,0,0,15,8,2,8,2,377,96,1,0,4,2.800000,0.000000,0.000000,0.200000,0.528694,0.495007
0,0,0,0.000000,82,4,4,0,0,120,33,120,33,2891,848,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
0,4,5,8.500000,131,0,0,0,0,9,1,9,1,237,27,0,0,0,2.200000,0.200000,0.000000,1.000000,0.214758,0.032823
0,0,2,0.000000,26,0,0,13,8,9,0,9,0,239,0,0,0,3,2.400000,0.000000,0.200000,1.600000,0.113450,0.009464
0,1,4,25.000000,60,0,0,0,2,1,1,1,1,17,17,0,0,0,2.800000,0.000000,0.400000,1.600000,0.099554,0.242054
1,0,6,0.000000,72,0,0,0,0,40,10,40,10,1296,358,1,0,4,0.800000,0.066667,0.000000,0.200000,0.312728,0.075867
0,9,9,34.666667,198,0,0,0,0,4,0,4,0,71,0,2,1,0,3.400000,0.200000,1.000000,3.600000,0.104003,0.010264
1,0,4,0.000000,215,0,0,0,68,20,3,20,3,642,104,0,0,0,0.266667,0.066667,0.000000,0.000000,0.929225,0.182769
0,4,6,13.000000,30,61,60,88,43,21,4,21,4,665,95,2,1,0,2.200000,0.200000,0.000000,0.800000,0.772780,0.007030
1,2,3,18.000000,96,1,1,0,0,119,15,119,15,3866,521,2,1,0,0.600000,0.200000,0.066667,1.266667,0.035434,0.905054
2,0,1,0.000000,30,0,0,0,0,15,4,15,4,415,124,0,0,0,0.636364,0.000000,0.000000,0.000000,0.121156,0.130892
1,0,1,0.000000,40,0,0,0,0,3,0,3,0,75,0,0,0,4,0.133333,0.000000,0.000000,0.000000,0.969823,0.027551
0,0,4,0.000000,193,0,0,0,15,0,0,0,0,0,0,0,0,0,1.000000,0.200000,0.000000,0.200000,0.123074,0.416322
1,2,4,12.500000,88,34,33,0,0,13,10,13,10,323,228,0,0,0,0.866667,0.000000,0.000000,0.200000,0.290502,0.215714
1,10,7,22.900000,59,6,6,6,10,25,8,25,8,768,299,6,1,6,3.400000,0.000000,0.000000,1.200000,0.401011,0.014897
1,6,2,20.833333,101,0,0,0,0,7,0,7,0,206,0,0,0,0,0.533333,0.000000,0.066667,0.733333,0.052824,0.006848
1,3,6,75.666667,110,3,3,0,0,10,0,10,0,224,0,2,0,0,1.400000,0.133333,0.000000,0.200000,0.405850,0.963024
1,0,4,0.000000,291,0,0,0,68,0,0,0,0,0,0,1,0,0,0.600000,0.066667,0.000000,0.000000,0.047399,0.356674
0,5,5,20.200000,43,2,2,0,0,46,6,46,6,1582,157,0,0,0,2.600000,0.400000,0.000000,1.200000,0.773928,0.098721
0,2,4,61.000000,60,0,0,91,0,7,1,7,1,216,24,0,0,0,2.000000,1.000000,0.000000,0.600000,0.396929,0.171128
0,0,2,0.000000,48,3,3,0,0,35,11,35,11,1152,340,1,0,0,0.600000,0.000000,0.000000,0.200000,0.889543,0.180185
0,7,9,73.714286,67,0,0,0,0,31,1,31,1,1328,44,2,0,0,4.400000,0.600000,0.800000,3.000000,0.099659,0.092662
0,3,3,27.666667,57,0,0,41,35,117,4,117,4,3642,102,0,0,0,1.200000,0.200000,0.600000,1.200000,0.761675,0.235612
2,0,2,0.000000,128,56,55,73,22,1,0,1,0,28,0,0,0,0,0.181818,0.000000,0.000000,0.000000,0.261294,0.076148
1,11,5,35.727273,348,0,0,9,0,5,1,5,1,95,17,0,0,0,1.333333,0.200000,0.466667,0.800000,0.033180,0.121348
2,18,2,27.666667,56,0,0,0,0,20,2,20,2,447,39,0,0,52,1.227273,0.181818,0.136364,1.227273,0.053118,0.104024
1,0,2,0.000000,30,0,0,0,0,10,1,10,1,236,21,0,0,0,0.266667,0.066667,0.000000,0.000000,0.851200,0.149885
0,4,5,18.500000,15,21,21,197,66,26,2,26,2,979,117,2,1,11,2.600000,0.000000,0.000000,1.400000,0.246033,0.008430
1,9,12,39.111111,172,2,2,9,13,20,1,20,1,575,37,8,0,15,1.933333,0.000000,0.000000,2.866667,0.243305,0.970151
0,6,5,17.500000,37,18,18,255,31,17,2,17,2,559,70,2,1,0,2.800000,0.400000,0.200000,2.800000,0.096074,0.962077
0,2,3,11.000000,141,15,15,0,0,71,38,71,38,1642,888,0,0,0,1.200000,0.200000,0.200000,0.400000,0.805542,0.235612
1,6,8,32.833333,99,1,1,1,93,21,3,21,3,657,72,2,0,5,2.000000,0.066667,0.133333,1.000000,0.256327,0.012869
0,1,4,4.000000,525,0,0,0,26,13,1,13,1,317,21,1,0,0,1.600000,0.000000,0.000000,0.400000,0.793551,0.256362
0,0,1,0.000000,55,0,0,0,8,0,0,0,0,0,0,0,0,0,1.400000,0.000000,0.000000,0.000000,0.100319,0.327198
0,3,6,27.000000,45,4,4,0,0,11,2,11,2,345,57,1,1,0,0.600000,0.000000,0.000000,0.800000,0.888429,0.176261
2,5,8,47.400000,136,120,118,870,327,71,14,71,14,2426,353,0,0,0,0.772727,0.136364,0.000000,0.227273,0.376734,0.038925
0,4,7,49.250000,35,0,0,0,6,80,4,80,4,2230,75,1,1,3,1.800000,0.200000,0.200000,1.800000,0.127508,0.176261
0,4,4,20.250000,171,1,1,5,65,12,1,12,1,306,18,0,0,0,3.400000,0.800000,0.200000,0.800000,0.134446,0.024038
0,5,6,12.400000,88,0,0,0,133,347,55,347,55,8850,1317,0,0,0,3.000000,1.000000,0.000000,1.200000,0.586650,0.235612
2,3,4,61.000000,37,0,0,0,0,1,0,0,0,66,0,0,0,0,1.045455,0.136364,0.000000,0.454545,0.053747,0.169907
0,5,2,18.000000,93,0,0,0,104,336,65,336,65,8627,1664,0,0,0,4.400000,0.800000,0.200000,1.000000,0.311630,0.235612
0,0,6,0.000000,401,0,0,0,14,0,0,0,0,0,0,1,1,0,0.600000,0.000000,0.000000,0.400000,0.817256,0.520031
0,1,4,44.000000,94,0,0,3,0,15,2,15,2,461,42,0,0,0,2.200000,0.800000,0.000000,0.400000,0.292421,0.097292
0,7,6,34.285714,110,0,0,0,30,17,17,17,17,497,497,2,0,0,4.000000,0.600000,0.600000,2.600000,0.102328,0.004144
1,1,3,9.000000,104,13,13,36,173,85,15,85,15,2434,405,0,0,6,0.533333,0.000000,0.000000,0.066667,0.892032,0.357736
1,3,5,29.333333,60,0,0,0,0,4,1,4,1,215,53,0,0,0,0.600000,0.000000,0.133333,0.600000,0.063186,0.176849
0,0,2,0.000000,170,5,5,29,31,24,9,24,9,740,223,0,0,0,0.200000,0.000000,0.000000,0.200000,0.913036,0.327198
0,1,3,10.000000,128,0,0,0,0,10,4,10,4,458,177,1,0,2,4.600000,0.600000,0.000000,0.200000,0.440958,0.495007
0,7,8,10.714286,150,68,66,93,21,16,6,16,6,626,323,6,0,0,6.800000,1.000000,0.800000,1.800000,0.107205,0.006440
0,0,3,0.000000,366,9,9,25,50,13,1,13,1,317,21,0,0,0,0.400000,0.000000,0.000000,0.200000,0.120179,0.133397
0,4,9,25.000000,130,0,0,0,0,83,8,83,8,2607,235,0,0,0,3.800000,0.000000,0.200000,2.000000,0.326416,0.107085
1,3,7,81.333333,53,1,1,0,0,115,13,115,13,3766,395,0,0,0,0.733333,0.000000,0.066667,1.000000,0.487557,0.182769
1,4,5,17.250000,226,9,9,25,71,101,18,101,18,3404,648,0,0,0,0.666667,0.066667,0.066667,0.866667,0.075682,0.182769
2,5,7,24.000000,255,145,142,477,116,4,0,4,0,94,0,3,1,0,0.590909,0.045455,0.136364,0.772727,0.292140,0.004128
0,4,5,24.000000,35,0,0,0,0,1,0,1,0,18,0,0,0,0,1.400000,0.600000,0.600000,1.400000,0.868248,0.182253
2,4,4,30.750000,212,0,0,0,0,0,0,0,0,0,0,0,0,38,0.227273,0.000000,0.090909,0.500000,0.351846,0.040471
0,0,3,0.000000,270,1,1,46,34,16,1,15,1,634,15,0,0,0,0.400000,0.000000,0.000000,0.000000,0.898212,0.231633
2,2,4,6.500000,139,6,5,37,9,2,1,1,0,52,24,1,1,63,0.136364,0.000000,0.045455,0.727273,0.054442,0.188180
1,0,1,0.000000,77,0,0,3,5,4,0,4,0,137,0,0,0,0,0.200000,0.066667,0.000000,0.000000,0.888677,0.409630
2,1,5,22.000000,75,144,142,493,118,70,10,70,10,2430,390,0,0,0,0.227273,0.000000,0.045455,0.318182,0.493246,0.038925
1,1,4,3.000000,124,1,1,14,4,76,5,76,5,2146,131,0,0,0,0.400000,0.000000,0.000000,0.066667,0.582655,0.038925
2,0,3,0.000000,131,81,79,102,8,2,0,2,0,76,0,0,0,0,0.227273,0.000000,0.000000,0.000000,0.461352,0.014166
0,10,13,35.700000,48,0,0,0,1,4,4,4,4,157,157,2,0,0,7.800000,1.400000,0.800000,4.200000,0.185538,0.008192
0,4,2,19.750000,202,3,3,10,38,320,33,320,33,8101,817,0,0,0,1.800000,0.000000,0.600000,2.000000,0.162533,0.235612
0,2,7,30.500000,312,0,0,0,14,0,0,0,0,0,0,1,1,7,0.600000,0.000000,0.000000,1.800000,0.883980,0.950287
2,2,7,15.000000,29,11,11,219,45,15,3,15,3,568,93,1,0,0,0.500000,0.045455,0.227273,0.454545,0.063202,0.004238
2,10,6,43.500000,510,0,0,0,0,15,3,15,3,503,110,2,1,0,1.272727,0.181818,0.000000,0.727273,0.051432,0.008263
0,5,8,16.800000,239,0,0,0,18,2,2,2,2,63,63,0,0,0,3.000000,0.000000,0.200000,1.600000,0.175534,0.217938
1,0,3,0.000000,36,1,1,25,80,82,10,82,10,2364,308,0,0,0,0.666667,0.000000,0.000000,0.000000,0.049130,0.182769
2,11,8,22.727273,57,2,2,0,0,3,0,3,0,110,0,1,0,0,1.000000,0.272727,0.136364,0.681818,0.051981,0.010376
2,5,4,26.000000,126,82,81,541,61,1,0,1,0,12,0,1,0,0,0.772727,0.227273,0.045455,0.227273,0.594586,0.004907
1,1,3,4.000000,54,18,17,0,0,0,0,0,0,0,0,1,0,40,0.400000,0.000000,0.000000,0.200000,0.639139,0.004129
1,0,2,0.000000,544,8,8,0,0,12,0,12,0,367,0,0,0,0,0.133333,0.000000,0.000000,0.000000,0.942432,0.299339
2,3,9,27.666667,255,4,4,36,21,0,0,0,0,0,0,0,0,0,0.636364,0.090909,0.045455,0.409091,0.053481,0.004139
1,9,9,35.000000,174,0,0,0,0,46,2,46,2,1004,37,4,0,0,4.533333,0.800000,0.000000,0.600000,0.501044,0.323545
1,2,4,22.000000,64,4,4,39,86,17,5,17,5,424,122,0,0,0,0.466667,0.000000,0.333333,1.333333,0.042286,0.004985
0,3,6,36.333333,88,0,0,0,0,375,75,375,75,9736,1990,0,0,0,3.400000,1.400000,0.000000,1.000000,0.585574,0.235612
1,14,5,29.071429,63,0,0,0,0,9,2,9,2,242,63,0,0,0,1.466667,0.000000,0.000000,1.266667,0.031465,0.138503
2,0,3,0.000000,169,12,12,34,6,7,3,7,3,244,90,1,0,0,0.318182,0.000000,0.000000,0.000000,0.777371,0.259994
1,3,4,95.333333,211,0,0,31,3,11,3,11,3,261,53,0,0,0,0.666667,0.000000,0.000000,0.200000,0.046238,0.018544
1,2,7,17.000000,149,44,44,91,14,34,2,34,2,1097,41,2,0,0,1.066667,0.000000,0.000000,0.200000,0.038881,0.004268
1,1,4,13.000000,65,1,1,32,14,50,15,50,15,1498,386,0,0,0,0.800000,0.000000,0.000000,0.466667,0.103202,0.032966
2,0,5,0.000000,82,0,0,0,0,6,2,4,1,133,49,0,0,49,0.136364,0.000000,0.000000,0.227273,0.827248,0.012675
1,5,4,60.000000,45,0,0,6,68,3,1,3,1,87,23,0,0,0,0.933333,0.066667,0.000000,0.666667,0.337474,0.007988
2,4,4,28.250000,24,0,0,6,0,5,1,5,1,173,11,0,0,4,0.363636,0.000000,0.090909,0.454545,0.361463,0.032207
2,2,5,17.000000,159,17,17,16,17,1,1,1,1,23,23,2,0,0,0.545455,0.045455,0.000000,0.090909,0.776475,0.970663
1,2,6,14.000000,44,10,10,9,1,15,3,15,3,602,137,2,0,6,1.066667,0.000000,0.066667,0.600000,0.044453,0.026399
2,3,2,39.666667,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227273,0.000000,0.181818,0.590909,0.052710,0.092418
1,8,6,13.750000,77,8,8,118,84,48,29,48,29,1476,887,1,0,0,1.200000,0.066667,0.066667,0.666667,0.038355,0.430447
1,0,5,0.000000,20,1,1,18,136,27,4,27,4,1043,130,1,0,7,0.533333,0.000000,0.000000,0.600000,0.092914,0.257722
1,3,7,17.000000,92,4,4,0,0,20,2,19,2,665,35,0,0,4,0.533333,0.000000,0.000000,0.333333,0.058343,0.130892
1,12,7,54.583333,46,0,0,0,0,1,0,1,0,21,0,0,0,2,1.266667,0.000000,0.333333,1.466667,0.290649,0.360547
2,2,5,41.500000,94,14,14,0,0,4,1,4,1,216,37,0,0,0,0.409091,0.136364,0.000000,0.090909,0.081411,0.024065
2,4,7,53.000000,48,1,1,29,20,16,3,16,3,503,92,0,0,0,1.000000,0.000000,0.000000,0.363636,0.439774,0.025712
2,6,5,29.333333,51,0,0,6,6,0,0,0,0,0,0,0,0,0,0.409091,0.000000,0.227273,1.000000,0.070603,0.080389
1,5,7,23.000000,79,1,1,5,0,2,1,2,1,41,12,0,0,3,1.800000,0.200000,0.266667,0.933333,0.033448,0.454213
1,11,8,14.909091,161,1,0,0,0,13,2,12,2,318,44,4,0,0,1.666667,0.133333,0.000000,0.733333,0.389928,0.040194
0,7,7,111.571429,98,41,41,0,0,67,9,67,9,2233,286,2,0,0,4.400000,1.000000,1.000000,3.000000,0.096211,0.965346
0,6,9,75.500000,179,0,0,0,0,7,1,7,1,189,25,0,0,0,2.600000,0.200000,0.400000,2.200000,0.100768,0.067883
1,6,5,46.500000,172,21,21,226,106,28,4,28,4,922,113,0,0,14,0.733333,0.000000,0.066667,0.933333,0.037925,0.025889
1,4,5,25.750000,69,0,0,20,0,10,0,10,0,300,0,0,0,0,0.933333,0.066667,0.133333,1.000000,0.097352,0.100684
0,3,5,30.333333,190,21,21,0,0,36,13,36,13,909,322,1,0,0,1.400000,0.000000,1.000000,2.400000,0.443718,0.049914
1,0,6,0.000000,151,0,0,0,0,89,13,89,13,3028,487,3,0,0,1.466667,0.133333,0.000000,0.066667,0.290499,0.300597
1,2,2,15.500000,301,0,0,0,7,26,19,26,19,703,490,0,0,5,0.400000,0.066667,0.066667,0.133333,0.367941,0.206311
0,8,8,26.625000,154,0,0,0,4,0,0,0,0,0,0,3,1,0,3.000000,0.000000,0.000000,1.600000,0.102532,0.004169
1,0,3,0.000000,243,9,9,19,416,4,3,4,3,167,131,0,0,0,0.266667,0.000000,0.000000,0.000000,0.051005,0.127509
0,2,4,10.000000,136,0,0,0,0,48,6,48,6,1666,180,1,0,0,1.800000,0.200000,0.000000,0.400000,0.096969,0.104949
1,0,1,0.000000,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066667,0.000000,0.000000,0.000000,0.321170,0.299339
0,2,4,17.500000,261,20,20,0,0,140,23,140,23,3347,652,2,1,0,1.200000,0.000000,0.000000,1.000000,0.855193,0.049914
0,0,3,0.000000,59,52,50,107,49,3,1,3,1,112,25,1,1,0,1.200000,0.000000,0.000000,0.000000,0.911370,0.567171
0,1,4,52.000000,90,0,0,0,0,8,2,8,2,153,46,0,0,14,1.000000,0.400000,0.000000,0.600000,0.173733,0.289703
1,4,7,109.250000,54,1,1,5,17,29,4,29,4,955,100,1,1,0,1.000000,0.200000,0.000000,0.400000,0.037497,0.060341
0,0,2,0.000000,218,9,9,25,58,24,11,24,11,739,354,0,0,0,0.200000,0.000000,0.000000,0.200000,0.856896,0.104977
0,0,4,0.000000,370,0,0,0,26,13,9,13,9,300,201,0,0,0,1.200000,0.000000,0.000000,0.200000,0.849617,0.215714
2,4,3,19.000000,88,55,54,288,175,20,3,20,3,528,71,0,0,0,0.636364,0.227273,0.000000,0.181818,0.622106,0.130892
0,7,5,56.428571,249,0,0,0,0,330,47,330,47,8551,1330,0,0,0,5.800000,2.400000,0.800000,2.600000,0.090949,0.235612
1,1,3,4.000000,64,0,0,1,0,73,9,73,9,2285,297,0,0,0,0.600000,0.000000,0.000000,0.133333,0.534547,0.182769
1,1,3,9.000000,409,1,1,12,16,25,1,25,1,790,26,0,0,0,0.133333,0.000000,0.000000,0.266667,0.072304,0.032823
1,9,8,15.444444,80,21,17,0,0,26,7,21,6,634,157,1,0,4,1.266667,0.266667,0.066667,1.000000,0.044498,0.032357
0,4,4,22.000000,69,0,0,0,44,36,5,36,5,1041,118,0,0,0,1.800000,0.400000,0.600000,2.200000,0.106782,0.206311
2,0,1,0.000000,98,106,104,388,116,0,0,0,0,0,0,0,0,0,0.090909,0.000000,0.000000,0.000000,0.849667,0.007999
0,3,5,12.000000,33,0,0,0,0,105,40,105,40,2474,977,1,0,0,2.000000,0.000000,0.200000,1.800000,0.156900,0.104949
1,11,10,52.454545,649,0,0,4,9,77,12,77,12,2107,288,2,0,0,3.133333,0.666667,0.133333,0.733333,0.036944,0.026683
1,1,2,23.000000,282,8,8,0,0,26,4,26,4,813,150,0,0,0,0.200000,0.000000,0.000000,0.066667,0.034597,0.104977
0,1,4,43.000000,88,0,0,0,25,135,21,135,21,3164,511,0,0,0,1.400000,0.200000,0.200000,0.400000,0.799085,0.098930
0,4,10,30.500000,38,1,1,0,0,20,10,20,10,614,291,3,1,0,3.600000,0.200000,0.200000,2.800000,0.538168,0.147113
1,2,5,9.000000,33,1,1,0,0,115,13,115,13,3766,395,0,0,0,0.533333,0.000000,0.066667,0.866667,0.042142,0.182769
1,7,5,48.428571,64,0,0,0,3,39,6,39,6,1071,184,0,0,0,0.733333,0.066667,0.266667,0.666667,0.524561,0.107085
0,1,4,16.000000,165,0,0,2,0,16,5,16,5,409,119,0,0,0,0.800000,0.000000,0.000000,1.400000,0.305110,0.004985
2,2,6,74.000000,115,55,55,127,36,33,8,33,8,1112,314,2,0,0,0.818182,0.272727,0.000000,0.090909,0.682629,0.146268
2,6,5,86.833333,90,0,0,0,0,4,1,4,1,93,20,0,0,0,0.636364,0.090909,0.045455,0.681818,0.060955,0.204651
0,13,9,32.307692,63,0,0,0,177,316,42,316,42,7969,1111,0,0,0,4.600000,0.800000,0.000000,2.600000,0.477083,0.235612
1,9,9,24.111111,70,0,0,0,9,71,11,71,11,2061,262,4,1,20,1.666667,0.000000,0.400000,1.133333,0.450969,0.005833
1,1,2,9.000000,20,1,1,0,0,52,9,50,8,1070,189,0,0,0,0.133333,0.000000,0.000000,0.066667,0.070486,0.097292
0,8,5,43.875000,456,0,0,0,0,30,8,26,5,738,259,0,0,5,2.200000,0.000000,0.000000,1.800000,0.719827,0.448768
1,0,3,0.000000,433,0,0,0,0,2,2,1,1,31,31,0,0,0,0.266667,0.000000,0.000000,0.000000,0.929225,0.429532
1,0,2,0.000000,82,6,6,0,0,1,0,1,0,23,0,0,0,0,0.200000,0.000000,0.066667,0.466667,0.060652,0.443481
0,1,2,9.000000,40,69,68,101,49,21,10,21,10,565,262,1,1,0,0.200000,0.000000,0.200000,1.000000,0.917842,0.187955
1,2,6,39.000000,274,0,0,0,0,83,8,83,8,2674,221,0,0,0,0.400000,0.000000,0.133333,0.666667,0.509905,0.182769
0,8,7,16.750000,87,0,0,140,918,30,4,30,4,787,72,0,0,0,3.600000,1.000000,0.200000,2.000000,0.098129,0.038925
0,2,7,21.000000,548,7,6,0,0,10,0,10,0,304,0,0,0,2,2.000000,0.200000,1.400000,2.200000,0.109987,0.108369
1,3,4,49.666667,130,8,8,0,0,20,4,20,4,597,127,0,0,0,0.266667,0.000000,0.000000,0.200000,0.725481,0.004544
2,2,5,15.500000,143,77,76,275,71,2,0,2,0,56,0,2,1,6,0.454545,0.000000,0.000000,0.272727,0.057937,0.009332
1,0,4,0.000000,42,5,5,10,2,53,17,53,17,1732,579,0,0,22,0.200000,0.000000,0.066667,0.600000,0.053064,0.098393
0,2,5,23.000000,32,1,1,33,31,145,13,145,13,3605,387,1,0,0,2.200000,0.400000,0.200000,1.600000,0.242928,0.049914
1,20,8,101.100000,107,0,0,0,0,10,2,10,2,254,62,0,0,0,2.333333,0.800000,0.066667,1.733333,0.029588,0.299121
0,1,3,11.000000,145,0,0,0,0,0,0,0,0,0,0,0,0,4,1.200000,0.000000,0.000000,0.600000,0.255033,0.008578
1,0,2,0.000000,257,8,8,0,0,12,0,12,0,367,0,0,0,0,0.133333,0.000000,0.000000,0.000000,0.942432,0.299339
2,6,5,24.500000,307,1,1,14,2,34,8,34,8,1065,193,0,0,0,0.545455,0.090909,0.227273,0.681818,0.425256,0.038925
0,8,5,16.500000,120,0,0,0,0,62,12,62,12,2045,533,1,0,0,4.000000,0.400000,0.200000,2.000000,0.101589,0.357923
1,18,9,19.722222,130,27,27,139,11,30,3,30,3,880,70,5,0,0,2.600000,0.400000,0.066667,1.533333,0.034660,0.004128
0,3,3,4.000000,62,3,3,10,59,37,7,37,7,817,158,0,0,0,1.400000,0.000000,0.200000,2.000000,0.118910,0.098930
0,12,8,43.833333,80,4,4,0,0,329,56,329,56,8515,1389,0,0,0,4.600000,0.600000,0.200000,3.400000,0.362636,0.235612
1,3,3,9.000000,191,3,3,9,8,6,1,6,1,212,25,1,0,0,0.800000,0.066667,0.066667,0.200000,0.510817,0.004129
1,11,7,25.272727,250,0,0,5,1,32,1,32,1,1069,45,0,0,0,1.466667,0.000000,0.133333,1.600000,0.383960,0.108369
1,1,4,219.000000,101,11,8,0,0,44,5,44,5,1427,168,1,0,0,0.600000,0.000000,0.000000,0.066667,0.047411,0.153865
0,6,6,12.666667,140,56,56,98,59,1,0,1,0,25,0,0,0,0,2.600000,0.000000,0.800000,1.600000,0.107545,0.004130
2,8,7,36.500000,268,51,51,121,41,7,1,7,1,260,65,4,0,0,0.772727,0.000000,0.045455,0.954545,0.051550,0.005966
1,19,13,26.210526,81,7,7,0,0,85,13,85,13,2347,358,2,1,0,2.266667,0.200000,0.266667,1.533333,0.033379,0.083819
0,3,4,34.666667,68,68,66,81,53,122,15,122,15,2722,328,1,0,0,1.800000,0.000000,0.200000,1.600000,0.141570,0.049914
0,3,3,19.000000,64,0,0,0,0,334,45,334,45,8587,1109,0,0,0,2.200000,0.000000,0.000000,0.600000,0.764736,0.235612
0,8,9,23.500000,54,0,0,0,109,7,1,7,1,196,19,1,0,0,3.400000,0.200000,0.200000,4.200000,0.257597,0.004506
0,2,5,22.000000,6,2,2,0,0,15,5,15,5,353,127,0,0,4,1.800000,0.400000,0.000000,0.600000,0.373371,0.133397
1,2,3,23.000000,43,0,0,0,12,28,4,28,4,722,178,0,0,0,0.533333,0.000000,0.066667,0.466667,0.056016,0.008488
2,11,7,23.727273,135,6,6,15,1,9,0,9,0,265,0,3,1,2,0.636364,0.000000,0.272727,1.590909,0.051013,0.080102
0,0,3,0.000000,227,9,9,25,18,7,0,7,0,154,0,0,0,0,1.600000,0.000000,0.000000,0.400000,0.115657,0.018544
1,1,4,115.000000,98,9,9,25,91,81,12,81,12,2477,414,0,0,0,0.200000,0.000000,0.000000,0.266667,0.666171,0.357736
1,10,5,14.600000,547,2,2,11,29,40,9,40,9,1140,256,0,0,0,1.000000,0.000000,0.066667,1.466667,0.032146,0.107085
2,3,5,13.000000,197,6,5,37,9,12,0,12,0,420,0,0,0,4,0.272727,0.000000,0.045455,0.818182,0.277722,0.098393
1,7,9,40.714286,142,3,2,0,0,15,1,15,1,517,53,3,1,0,1.533333,0.466667,0.066667,0.866667,0.454383,0.008233
0,5,5,42.200000,76,0,0,0,244,294,36,294,36,7393,899,0,0,0,2.000000,0.200000,0.400000,2.400000,0.392130,0.235612
2,5,7,68.000000,124,27,27,0,0,6,0,6,0,151,0,0,0,44,0.545455,0.000000,0.000000,0.318182,0.071905,0.182769
2,3,5,34.000000,48,66,66,194,56,11,0,11,0,270,0,2,0,0,0.772727,0.000000,0.136364,0.454545,0.052043,0.221821
0,7,4,33.714286,50,0,0,0,0,9,0,9,0,186,0,0,0,0,2.000000,1.000000,1.000000,2.400000,0.338770,0.018544
0,13,7,38.538462,148,0,0,0,0,0,0,0,0,0,0,2,0,4,6.800000,0.200000,0.200000,3.400000,0.223620,0.299463
2,21,10,26.095238,113,26,26,131,89,21,6,21,6,777,162,0,0,0,1.681818,0.181818,0.090909,1.090909,0.263574,0.107085
1,2,5,60.000000,109,0,0,0,4,0,0,0,0,0,0,0,0,0,0.333333,0.133333,0.000000,0.400000,0.619630,0.008578
